ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
18546,110000,2,2,1,31,4,0,2,0,2,0,66273,64908,66857,73874,74207,79897,41,5759,2337,15621,1973,19726,1
18547,170000,2,3,1,27,0,0,2,0,-1,0,18263,20841,24694,22822,20834,19155,4392,4471,410,6142,20834,4479,0
18548,160000,2,1,1,45,1,-1,-1,4,1,4,69273,68539,74913,78352,79786,68682,824,68539,74913,788,975,2749,0
18549,60000,2,2,1,42,0,4,-1,0,-1,0,34977,30799,33374,34136,31991,30908,3126,1050,33374,6190,31991,7366,0
18550,150000,1,2,1,36,0,2,3,3,2,0,20261,18329,15870,14419,16777,17455,5795,330,193,76,627,2734,0
18551,40000,2,1,2,21,1,-1,0,4,-1,0,12285,13398,14844,15257,16155,15359,397,13398,2480,300,16155,2873,1
18552,190000,2,3,1,27,0,0,0,-1,4,6,3292,3244,3288,3714,3652,3687,867,703,824,3714,57,2,0
18553,40000,2,1,1,34,1,1,3,0,0,3,8241,7841,7339,7286,7266,6885,265,344,32,592,589,21,0
18554,200000,2,2,2,39,1,0,1,0,0,0,101269,97333,93039,92070,102481,103739,2400,5591,1954,5814,15826,27581,0
18555,80000,1,2,1,40,-1,-1,2,1,-2,0,14351,14892,15738,14013,14346,14622,14351,14892,252,409,1053,1578,0
18556,190000,2,1,2,37,1,0,1,3,4,-2,102585,105850,104587,98951,93038,85646,1010,20757,4757,1494,892,8196,1
18557,250000,1,1,1,35,-1,0,-1,-1,2,0,71408,66582,67874,66337,66028,70409,71408,6662,67874,66337,597,13066,0
18558,70000,2,1,2,33,2,1,0,-1,8,0,28311,28068,28370,28289,29908,27761,526,102,8495,28289,102,7553,0
18559,310000,2,3,2,29,2,-1,3,0,0,1,113447,120797,136201,164750,162474,156918,3197,120797,550,30919,48655,3145,0
18560,60000,2,2,1,50,-1,2,1,1,0,3,18399,17453,18904,20166,21371,19622,18399,713,357,902,3993,689,0
18561,140000,2,2,1,44,1,2,-1,3,2,0,36830,35229,31918,31709,31172,33601,594,691,31918,831,1114,4910,1
18562,80000,2,1,2,40,-1,5,-1,-2,2,-1,7668,8818,7847,8725,7916,7878,7668,74,7847,625,387,7878,0
18563,40000,1,2,2,25,3,-1,-1,1,2,0,11840,11701,11026,12595,13792,13765,584,11701,11026,449,674,1580,0
18564,160000,1,1,2,24,0,6,0,0,-1,0,79562,81640,89745,91722,96140,88638,20287,3396,14080,8968,96140,14898,0
18565,260000,1,2,1,35,0,1,8,1,0,1,156928,155048,141555,132583,133594,125069,16595,6121,642,6409,31496,258,0
18566,100000,2,1,2,30,2,1,3,-1,-1,0,53070,60552,73044,75699,81459,79601,768,1551,460,75699,81459,15402,0
18567,220000,2,2,2,25,7,3,2,0,3,0,57472,50005,47235,41883,39920,39196,332,2213,1677,10242,799,8332,1
18568,60000,2,2,2,36,3,1,4,3,2,4,30478,32468,35662,32768,35470,37942,888,794,0,636,680,1306,1
18569,200000,2,2,1,21,2,1,2,2,0,0,46901,46978,41873,42839,35980,36851,283,1392,1837,1943,6450,5338,1
18570,20000,2,2,1,34,0,0,3,-2,-1,1,3794,4279,4124,3836,3427,3585,882,951,19,316,3427,175,1
18571,310000,1,2,2,40,4,2,5,1,5,3,64026,64897,61973,57598,55204,50381,3104,2216,441,1704,1596,2233,1
18572,90000,1,1,2,39,1,-2,1,0,4,2,25269,24847,20909,22529,23995,26307,676,2305,9,2869,343,719,0
18573,60000,1,2,1,21,0,-1,-1,4,-1,-1,15289,14520,14436,13419,12176,10848,3941,14520,14436,48,12176,10848,0
18574,90000,2,2,1,21,-2,5,2,0,3,2,5243,4995,5032,5074,5242,5198,494,14,16,921,110,182,0
18575,480000,1,2,2,33,-1,0,0,0,-1,1,69084,68889,62504,53934,53186,51162,69084,3584,3341,6574,53186,2154,0
18576,180000,2,1,1,29,-1,2,-1,5,3,0,131696,127633,142100,149467,138772,154596,131696,4484,142100,6452,344,20865,0
18577,110000,2,1,1,24,-1,0,-1,-1,0,-1,52003,54721,49105,56000,48897,42998,52003,5481,49105,56000,4678,42998,0
18578,800000,2,3,2,21,-2,0,1,-1,1,0,15107,16152,16129,17311,17562,17325,1040,3539,81,17311,211,3550,0
18579,210000,1,2,1,27,0,-1,1,-1,6,-2,30328,29739,28726,30505,30925,31171,4887,29739,402,30505,263,2046,0
18580,170000,1,1,2,34,0,1,0,0,0,-2,95704,85874,72790,75759,68111,75689,9528,465,9166,19342,16416,6381,0
18581,280000,1,1,1,33,-1,1,-1,-1,2,-1,57170,53007,45208,41218,42723,38682,57170,2584,45208,41218,1467,38682,0
18582,310000,2,1,1,24,-1,3,7,-1,0,2,10522,11651,11866,12820,11603,10399,10522,558,41,12820,3416,287,0
18583,90000,1,1,1,26,-2,1,1,0,0,3,38204,39620,43980,44942,44714,47248,3798,1457,1707,7242,12813,1099,0
18584,60000,2,2,1,32,-1,0,3,1,2,0,30161,30528,31077,29308,28649,27831,30161,5598,1248,544,901,7726,0
18585,70000,2,1,1,27,0,0,-1,0,2,3,29533,29577,30926,29737,33860,37176,2614,6711,30926,4557,84,1749,0
18586,140000,1,3,2,38,4,-1,0,1,3,0,60037,56084,53644,52678,57794,57587,2243,56084,14223,2020,375,14940,0
18587,130000,2,3,1,40,1,1,-1,-1,2,0,41958,44074,45861,48452,43534,40912,1048,725,45861,48452,8,7650,0
18588,90000,2,2,2,39,3,0,1,-1,0,2,10676,11555,11400,12162,12662,13229,43,2548,512,12162,3276,597,0
18589,70000,2,3,1,25,1,-2,0,0,0,-1,384,377,337,356,335,371,14,37,61,104,69,371,0
18590,310000,1,2,1,38,1,1,2,0,-1,3,124990,113158,111999,113449,120283,118764,3142,3499,1157,33536,120283,4834,0
18591,90000,1,2,2,38,0,1,-1,1,4,1,59025,59686,68422,71131,65345,63875,3369,2652,68422,2321,694,2507,0
18592,60000,1,1,2,49,-1,3,-1,-1,2,0,3839,3927,3930,3906,3547,3202,3839,122,3930,3906,75,850,0
18593,100000,1,1,1,53,3,5,2,3,2,0,4072,4391,3867,4068,4267,4728,133,58,136,197,23,907,0
18594,70000,2,1,1,46,2,3,-1,2,0,0,27734,29622,30985,31885,31307,33606,739,897,30985,679,3247,4595,1
18595,80000,2,1,2,31,1,2,1,0,0,0,828,803,870,843,871,934,10,8,9,90,154,272,1
18596,130000,2,2,2,28,-1,-1,1,-1,0,-1,33299,36230,35778,33728,33743,35205,33299,36230,1049,33728,6305,35205,0
18597,200000,1,1,1,33,3,0,2,1,-1,2,151901,137362,145078,166691,167516,159952,7533,31662,3746,389,167516,4271,0
18598,1000000,1,1,1,30,4,2,1,5,2,0,407107,397410,433879,440957,371759,330656,5669,1093,17007,13118,2840,22713,1
18599,440000,2,3,1,54,8,0,1,1,5,2,126237,135602,142497,148741,135101,140679,2636,17257,4894,5004,3704,5522,1
18600,50000,1,2,1,44,2,0,3,2,8,1,11327,11764,12739,14242,14509,15345,133,1113,406,711,197,197,0
18601,120000,1,2,3,41,-1,4,2,3,0,0,19891,19717,20340,17988,18931,17905,19891,32,753,304,5292,2844,0
18602,180000,2,1,1,42,2,0,4,0,-1,-1,63738,66275,66522,64130,57436,53921,1821,10510,660,7904,57436,53921,0
18603,170000,1,3,1,48,0,-2,0,2,-1,2,68947,59889,59051,60960,54687,58109,10995,2950,10402,523,54687,2707,0
18604,90000,2,1,1,41,1,1,2,0,0,-1,37930,37370,40308,41293,42641,40470,1672,199,1471,4154,7622,40470,0
18605,240000,1,2,2,33,6,5,4,6,2,2,59887,53134,55826,58749,56395,52022,849,2554,2688,2063,2677,2281,0
18606,70000,2,2,2,42,-1,0,0,1,-1,2,1241,1254,1350,1191,1051,1142,1241,229,358,35,1051,18,0
18607,90000,2,2,2,42,0,0,0,0,1,0,9361,9744,9057,8220,7842,8339,1577,676,1610,1916,313,2031,0
18608,100000,1,3,2,25,2,-1,5,0,2,0,34805,36139,37522,36923,38724,38032,682,36139,1452,10760,1059,5156,0
18609,90000,2,1,1,57,-1,-2,2,0,-1,6,35488,35879,30959,33267,32346,31511,35488,2994,854,7960,32346,1069,0
18610,360000,2,3,1,29,-1,0,0,2,2,0,3213,3144,3376,3092,2879,2695,3213,604,255,102,12,222,0
18611,180000,2,2,2,49,0,-1,5,2,2,-1,33751,32153,33771,36029,32282,30498,2031,32153,75,1608,276,30498,0
18612,190000,1,2,1,34,0,0,0,2,-1,-1,64840,64603,69129,76543,70028,75185,8967,4669,6915,1330,70028,75185,0
18613,90000,2,4,1,46,-1,0,1,-1,3,0,57423,53348,47034,47404,43757,47799,57423,5436,2033,47404,1452,4973,0
18614,790000,2,2,1,35,4,0,0,-1,3,3,255985,240821,244899,262886,247967,255923,12563,19955,53301,262886,11503,1987,0
18615,50000,2,2,1,22,1,2,1,1,2,0,2302,2485,2543,2516,2317,2204,97,105,39,81,4,544,0
18616,240000,2,1,1,45,1,0,0,2,2,2,62780,60420,57875,60067,61326,57829,2823,8202,11919,2941,978,2345,0
18617,510000,2,2,2,49,-1,2,0,4,1,-1,107061,100485,109363,84003,82743,87655,107061,4941,7234,1081,2186,87655,0
18618,180000,2,2,2,35,1,-1,-1,0,0,2,37228,37678,39012,36355,31096,34457,1575,37678,39012,6589,7509,1402,0
18619,150000,1,3,3,43,-1,3,-1,0,2,2,49478,50357,52580,49995,46414,40277,49478,747,52580,7448,2069,623,0
18620,110000,1,3,1,29,1,5,0,-1,-1,0,18457,18155,17293,15053,15086,14749,151,280,2252,15053,15086,3317,0
18621,210000,2,1,1,36,8,1,-1,0,2,0,124458,124531,121255,108553,105351,90209,4151,4757,121255,6803,2771,5825,1
18622,130000,2,2,1,45,0,0,2,0,0,2,9608,10692,10202,10126,10238,9575,594,2786,356,2975,1147,111,0
18623,410000,2,3,2,39,1,-2,1,1,-1,1,134471,135990,131918,122717,126532,127474,2036,10758,4648,4788,126532,5452,1
18624,90000,2,2,2,40,-2,2,0,-1,6,3,18802,20119,22581,20835,18039,18278,711,838,6668,20835,461,241,0
18625,80000,2,2,1,44,3,1,2,-1,2,8,17177,17851,20073,19640,21216,22149,66,630,46,19640,937,752,0
18626,70000,2,1,1,51,3,0,1,1,3,4,14654,13059,12823,14137,13546,12970,612,1680,350,185,664,128,1
18627,390000,1,1,1,45,8,-1,1,0,2,1,276813,248072,241823,258064,268997,257530,11004,248072,1920,47162,9390,10719,1
18628,190000,1,2,1,38,1,-1,0,0,0,0,102997,110760,100836,92125,102743,104167,3914,110760,24843,6409,11692,19769,0
18629,350000,2,2,1,35,0,4,2,-1,-2,-1,87492,87448,83539,84837,82978,89656,4412,1551,441,84837,7363,89656,0
18630,110000,2,2,1,37,3,2,-1,5,0,-1,7389,6698,6158,7036,7370,8066,268,117,6158,109,1154,8066,0
18631,50000,2,1,2,23,2,-1,-1,2,1,-1,34441,33310,33979,31379,29935,29417,632,33310,33979,906,201,29417,0
18632,270000,1,2,2,37,-1,1,0,1,1,3,122453,131055,134779,128177,128971,125646,122453,4244,38939,3918,4253,1699,0
18633,250000,2,3,2,24,2,2,0,-1,0,-1,12257,10857,10051,9507,10194,8753,304,406,552,9507,692,8753,1
18634,80000,2,2,1,32,-1,2,-1,0,-1,0,25023,25671,26896,24665,22813,24003,25023,230,26896,1951,22813,4173,0
18635,70000,1,3,2,42,0,-2,5,4,-1,3,31366,31980,27936,27929,23596,24058,2477,2081,854,135,23596,590,0
18636,80000,2,2,1,31,-1,5,5,-1,0,1,44030,42036,45771,43036,42744,46026,44030,2095,2153,43036,5099,1857,0
18637,110000,2,3,1,48,6,0,-1,0,-1,-1,29452,27593,26204,24975,24692,25575,1225,6338,26204,3508,24692,25575,0
18638,140000,2,2,2,35,0,2,2,1,0,1,20588,20070,17806,16541,16277,15915,2880,157,90,13,2806,201,0
18639,190000,2,3,1,46,0,2,-1,1,6,1,71205,65667,59408,58083,63963,66114,19069,1743,59408,571,2401,2192,0
18640,100000,2,2,1,32,0,5,4,4,1,0,21068,19252,18269,19161,20731,20950,4950,301,393,172,669,5300,1
18641,550000,2,1,1,34,4,0,1,-1,-1,0,195216,217314,225748,239478,266989,249020,943,38414,9547,239478,266989,48484,0
18642,540000,2,3,2,46,0,1,-1,2,0,2,45934,42862,45922,41265,43224,46939,3946,1598,45922,1731,11129,785,0
18643,160000,2,2,1,33,0,-1,0,1,-1,-1,60570,58504,61408,59124,60721,62240,17576,58504,11881,643,60721,62240,0
18644,170000,1,1,1,38,4,-1,3,-2,4,5,45333,48891,46719,43134,44869,43654,1089,48891,983,2968,246,836,1
18645,90000,2,1,1,31,3,2,2,2,1,-1,7685,7264,7702,7567,7944,7808,54,0,144,242,102,7808,0
18646,300000,2,2,2,21,0,0,4,-1,3,-1,91898,95880,88627,82899,87518,80222,8447,10548,2324,82899,3584,80222,0
18647,150000,1,2,1,30,-2,-1,0,4,0,-1,10523,9194,9257,8626,9076,8767,860,9194,1931,277,2356,8767,0
18648,50000,2,2,1,48,-1,0,0,0,-1,2,13338,12667,13316,13371,11240,10540,13338,1882,3990,2449,11240,360,1
18649,90000,1,2,2,38,0,1,-1,4,0,2,55321,57684,50674,47560,48700,46461,3644,183,50674,625,11759,907,0
18650,140000,2,1,2,43,-1,-2,-1,0,3,4,9408,10421,10210,9235,9359,8527,9408,945,10210,2076,403,271,0
18651,280000,1,2,2,44,0,8,-1,-1,-1,-1,18107,18217,18254,20283,18034,17677,1362,849,18254,20283,18034,17677,0
18652,30000,1,1,2,42,-1,0,2,-1,0,1,4164,4141,3651,3736,3931,4139,4164,1074,145,3736,432,61,0
18653,170000,2,2,2,50,0,-1,2,-1,4,0,45671,53086,57420,59965,57059,59822,2311,53086,1667,59965,2280,12203,0
18654,130000,2,4,2,32,0,-1,-2,3,1,5,45053,50738,49369,50485,52168,50492,2309,50738,2775,1275,1976,69,1
18655,90000,2,3,1,49,3,-1,0,-2,3,0,16691,18811,19485,20224,22021,21152,20,18811,4394,921,1075,3207,0
18656,100000,2,1,1,41,0,2,1,-1,0,-1,69326,74909,85736,82287,79506,77278,9454,3233,1742,82287,13446,77278,0
18657,270000,2,2,1,39,1,6,0,-1,-1,-2,91513,97887,102015,92382,101468,98037,2511,1762,28790,92382,101468,9300,0
18658,130000,2,2,1,21,-1,-1,-1,8,-1,-2,31539,31185,33729,32252,32598,30018,31539,31185,33729,188,32598,1078,0
18659,20000,2,1,1,39,3,7,0,1,2,0,14843,14177,12988,12444,12805,12769,181,184,1281,418,601,2112,1
18660,130000,2,4,2,43,0,0,1,0,-1,0,30362,31257,29078,27478,32131,29832,4893,8802,1216,6767,32131,2943,0
18661,190000,1,2,2,37,2,1,1,3,2,1,77611,83318,88496,78812,83509,86863,3002,3278,1104,2987,3184,509,0
18662,80000,2,2,1,47,7,5,6,0,2,-1,38412,40102,37647,37316,37099,40466,1673,1438,1871,4511,133,40466,1
18663,40000,2,2,1,47,1,0,0,-1,0,0,2937,2780,2452,2581,2608,2550,140,730,286,2581,391,182,0
18664,300000,2,1,1,32,-1,-1,3,4,-1,3,34140,31757,31539,33376,29857,32003,34140,31757,543,1037,29857,520,0
18665,100000,1,1,3,36,0,0,2,-1,0,0,28339,26522,26151,27978,25805,24378,4221,5348,641,27978,4167,5925,0
18666,150000,2,1,2,33,0,4,2,1,-1,0,43484,46028,50762,49966,47456,51210,10997,154,2110,1628,47456,5104,0
18667,30000,2,2,1,31,0,5,0,1,4,2,3531,3698,3250,3436,3031,3025,597,139,186,79,117,11,0
18668,300000,2,1,2,36,2,0,4,0,6,6,206207,196883,189025,205017,206920,217453,249,51727,3417,30919,984,8212,1
18669,60000,2,3,1,37,5,2,-1,3,1,-2,15944,16462,16535,17053,17332,17244,346,125,16535,706,338,1294,1
18670,330000,2,2,1,21,-1,0,-1,3,0,-1,58959,68497,64238,71640,73731,59670,58959,12127,64238,1183,11426,59670,0
18671,90000,1,3,2,35,0,-1,-1,0,8,-1,29164,29527,29597,29493,26070,26129,5316,29527,29597,6645,1063,26129,0
18672,170000,2,3,2,39,0,3,-2,1,3,4,150504,148737,128191,135528,125279,127913,36312,1200,10046,5956,12,3176,1
18673,240000,2,2,1,36,0,0,8,1,7,1,73921,69570,70998,67965,76179,72434,11044,10363,461,2768,1645,1264,0
18674,60000,2,1,1,34,0,1,-1,3,-1,1,1369,1431,1346,1400,1449,1541,201,45,1346,66,1449,23,0
18675,200000,1,2,1,26,0,3,-1,0,0,1,41084,39053,37316,43421,42137,38984,2200,1250,37316,6156,12011,1058,0
18676,210000,2,1,2,23,-1,5,0,2,2,1,177642,188903,167387,174003,187333,186473,177642,2809,39334,7469,4874,5175,0
18677,40000,2,1,2,30,5,2,-1,2,2,-1,20711,20235,17769,20732,19039,19825,843,222,17769,157,607,19825,0
18678,100000,2,2,2,21,2,3,2,0,0,-1,74760,75707,68866,65095,61265,60298,1019,138,1784,5586,15654,60298,1
18679,50000,2,2,2,35,-1,-1,0,2,0,0,24105,28738,26334,25260,26779,24997,24105,28738,3171,786,3019,1494,0
18680,30000,2,1,1,27,0,0,-1,0,4,-1,1853,1815,2075,2484,2903,2725,428,204,2075,441,34,2725,0
18681,110000,1,1,2,37,1,-1,0,-1,-1,-1,8386,7786,6882,6839,5600,5451,384,7786,1878,6839,5600,5451,0
18682,110000,2,1,1,30,4,1,0,-1,0,0,14615,13859,12932,12533,13254,13872,159,0,1855,12533,2910,1313,1
18683,80000,2,2,2,21,0,0,2,0,-1,0,45389,50709,56380,52212,48435,43989,4125,13836,1699,12141,48435,5003,0
18684,70000,1,4,1,26,0,0,0,2,0,2,1875,1748,1953,2058,2042,1975,148,354,547,61,181,0,0
18685,40000,1,2,1,37,1,0,3,-1,3,-1,13445,14003,15397,15278,15478,14142,35,1692,562,15278,552,14142,1
18686,130000,1,3,1,42,-1,0,0,-1,0,2,30518,27942,25694,25184,22570,21317,30518,6955,3376,25184,3848,119,0
18687,200000,2,2,1,32,0,1,0,-1,1,-1,41192,48592,49584,49016,46116,44286,11552,1194,6209,49016,2247,44286,0
18688,170000,1,1,2,37,1,-1,2,2,0,0,61286,71192,66412,70531,75049,72863,2220,71192,1752,3082,6539,5421,0
18689,40000,2,2,2,33,-1,3,-1,-1,2,0,12383,11350,10456,10205,9313,10348,12383,274,10456,10205,37,1067,0
18690,220000,1,1,2,33,-1,0,2,3,-2,-1,147601,142588,143480,131016,131612,131691,147601,38649,1515,4922,3663,131691,0
18691,270000,2,2,1,28,2,0,0,4,0,0,27361,29318,26275,25716,24322,26737,505,8381,2428,722,4426,5803,0
18692,670000,2,2,2,35,0,0,-1,1,-1,3,340983,357293,360528,327580,390389,358090,55869,59251,360528,12959,390389,12415,0
18693,80000,2,3,1,29,-1,0,3,0,2,0,9844,9801,9985,9783,8715,9450,9844,1420,239,2447,124,1939,0
18694,200000,2,2,1,48,-1,2,0,4,0,1,36589,38603,36401,39096,35274,37743,36589,1818,6303,159,3388,3,0
18695,400000,2,3,1,29,-2,2,2,-1,2,0,91302,90774,80312,84773,89378,81280,4885,86,1140,84773,3935,20356,0
18696,200000,2,2,2,37,-2,2,-1,-2,2,0,42349,42337,45426,42037,43367,46917,3695,1406,45426,1348,1871,3341,0
18697,1000000,2,1,1,25,2,-1,0,0,0,1,641629,715209,715443,697832,686944,650775,21947,715209,87407,196206,105261,6982,0
18698,110000,1,2,2,33,0,0,0,0,2,3,8236,10131,11264,11232,12164,11807,1665,1175,2941,2450,527,246,0
18699,100000,1,3,2,26,-1,1,0,0,3,0,30409,30599,28932,27869,30139,34959,30409,378,7321,1651,372,8537,0
18700,40000,2,2,1,30,0,-1,3,0,3,4,6650,7155,8589,8262,7035,7461,1015,7155,313,1301,223,84,0
18701,130000,1,2,3,44,4,0,3,0,0,3,6512,6135,6455,6255,7059,7235,66,1155,190,1383,1464,268,1
18702,140000,2,2,3,35,0,-1,5,4,-1,0,30769,29826,29562,30163,30798,33808,1852,29826,798,500,30798,9037,1
18703,160000,1,2,2,43,-2,-1,-2,1,-1,0,88932,82493,87671,84992,94516,92348,3646,82493,3567,2657,94516,8811,0
18704,190000,2,1,1,33,-1,-1,-1,-1,1,0,74950,78256,76760,87896,85136,94572,74950,78256,76760,87896,786,21252,0
18705,120000,1,1,1,42,1,0,-1,4,0,-1,7669,7821,8090,6762,7588,6520,242,654,8090,2,1787,6520,0
18706,160000,1,1,1,43,-1,5,4,1,1,0,44839,45271,39212,42688,42962,46625,44839,1877,906,1912,1064,9597,0
18707,110000,1,2,1,42,5,-1,-1,2,1,3,17489,18340,18134,18435,18643,21443,735,18340,18134,193,246,608,0
18708,200000,2,2,2,44,3,0,0,0,0,0,35695,34438,35296,36296,35013,35365,862,4367,5288,5198,6993,7314,1
18709,50000,2,3,2,39,2,0,-1,2,-1,-1,8069,8684,9566,9295,8177,7513,300,529,9566,231,8177,7513,0
18710,80000,2,1,2,31,0,-1,-1,0,1,1,15961,15848,16520,16010,16243,16208,2084,15848,16520,3317,16,805,0
18711,170000,2,2,1,22,-1,1,2,-1,-1,4,68400,68833,67092,68725,74815,75661,68400,3383,2763,68725,74815,1876,0
18712,220000,2,2,1,28,2,-1,0,-1,3,-1,24335,25622,25149,26629,25557,25433,322,25622,5936,26629,350,25433,1
18713,120000,2,2,3,39,-1,2,-1,2,2,1,10829,11456,11062,11262,12148,12176,10829,446,11062,191,213,208,0
18714,100000,2,2,2,45,2,-1,3,2,-1,4,15919,17544,17007,16846,15707,14849,496,17544,657,681,15707,601,0
18715,110000,1,1,2,40,2,-1,0,2,2,0,30112,27962,27187,24936,24536,27204,174,27962,8096,589,778,5844,1
18716,70000,2,3,1,32,2,-1,0,1,0,0,8618,7785,8296,8037,8220,7824,375,7785,521,155,2439,1991,0
18717,110000,2,3,2,31,-1,-1,8,2,0,-1,4763,5167,5125,5372,5045,5378,4763,5167,107,18,1490,5378,0
18718,270000,1,1,2,35,0,0,-1,-1,0,0,36528,39611,41996,45328,44398,45886,4726,8230,41996,45328,3223,7478,0
18719,120000,1,2,1,41,-1,3,3,1,-1,3,23035,24713,20359,22721,22987,22064,23035,125,650,1031,22987,673,0
18720,110000,2,1,2,35,1,0,0,0,0,-1,84037,80540,86516,89634,92428,98877,3804,13886,22280,8874,14889,98877,0
18721,120000,2,1,2,30,2,0,3,1,-1,-1,83457,89691,89183,96279,86293,94565,315,18482,1596,4606,86293,94565,1
18722,460000,2,3,1,27,2,1,2,0,5,2,112198,116611,111324,109077,100366,109179,768,935,4377,12207,2865,1656,0
18723,240000,2,2,2,28,3,-2,5,0,0,2,83350,74303,85728,92258,83544,81575,1870,5645,3709,16515,5531,3508,1
18724,240000,2,1,2,29,-2,1,2,3,2,3,28072,27491,25758,25229,24048,26475,1674,1320,383,1184,382,1037,0
18725,190000,1,2,2,34,8,-1,-1,2,0,5,135516,124508,128034,132095,127631,136492,965,124508,128034,5027,19182,562,1
18726,190000,1,3,2,28,-1,0,1,3,0,0,118400,125563,129781,136934,133217,122879,118400,18813,6007,5236,22067,14801,0
18727,240000,1,3,1,30,-1,2,3,0,-1,0,145494,159080,152266,147890,149435,145709,145494,1395,2803,38227,149435,17068,1
18728,440000,1,1,1,41,0,-2,-1,2,0,0,136410,144003,154849,149904,163751,154086,22769,10148,154849,1036,45382,13819,0
18729,150000,1,3,2,40,-1,-1,0,4,1,0,15004,14129,14300,12295,13243,12446,15004,14129,3435,607,366,3622,0
18730,150000,2,3,1,51,-1,-1,0,3,0,0,105261,118751,118949,118534,107853,104481,105261,118751,7801,4015,25854,18172,0
18731,340000,2,2,3,38,-1,2,1,0,1,1,110439,101322,105938,107465,94041,91706,110439,1377,1194,14721,3293,2824,0
18732,150000,2,2,2,22,0,3,5,-2,4,-2,17958,17526,18229,17068,17862,14347,2959,157,413,445,522,613,0
18733,270000,2,1,1,21,2,2,0,3,-1,2,21868,24660,20237,22901,19440,17703,298,551,3343,386,19440,187,0
18734,100000,2,1,1,36,0,-1,2,-1,2,0,56008,56457,52459,57323,50668,55176,14453,56457,1269,57323,2235,6747,1
18735,50000,2,2,1,35,-1,1,0,0,3,0,27533,31136,28281,27911,28735,26814,27533,42,4545,7136,1241,7158,0
18736,50000,2,3,2,33,1,0,1,1,-1,0,26995,27242,29389,32407,35356,31090,71,5162,1092,1048,35356,5962,1
18737,430000,2,2,1,24,-1,-1,4,1,1,4,268199,292726,331417,384830,423629,451500,268199,292726,2019,8225,7927,12819,0
18738,930000,1,2,1,26,2,0,1,0,1,-1,70876,65293,61502,56355,57633,58887,642,18934,1861,9431,2692,58887,0
18739,140000,2,2,2,45,-1,4,0,2,0,-1,11004,11528,11468,12100,13813,14332,11004,145,3063,249,4006,14332,0
18740,90000,1,2,1,44,0,-1,-1,-2,3,0,8142,7840,8155,8156,8150,8572,1852,7840,8155,279,68,1315,0
18741,170000,2,2,2,37,3,1,-2,0,0,0,25412,26452,30232,31236,36543,36489,931,262,766,3823,6750,5080,1
18742,80000,1,1,1,41,-2,1,1,0,-1,-1,40968,39956,44561,45147,52161,45582,3778,1124,1688,6291,52161,45582,0
18743,520000,2,1,2,24,4,3,1,3,0,-1,146693,151347,162706,148840,158605,140713,5038,3768,1714,3577,24720,140713,1
18744,80000,2,1,1,38,2,0,-1,5,0,0,18344,20087,21918,20132,19086,20533,138,2581,21918,473,2563,4173,1
18745,50000,1,1,1,29,4,-1,-1,2,1,0,21224,23604,24153,26460,24073,24144,765,23604,24153,133,521,5939,0
18746,150000,2,1,2,46,-1,-1,0,0,0,3,12999,12095,11807,11922,10455,9654,12999,12095,1675,1696,3055,35,0
18747,210000,1,2,1,39,-1,0,0,0,-1,0,72202,67022,71064,70209,71623,79856,72202,4846,19769,8307,71623,11814,0
18748,130000,1,1,1,21,-1,0,0,-1,2,0,18903,18070,19404,18824,18517,18024,18903,2694,4431,18824,208,3621,0
18749,350000,1,2,2,24,0,0,-1,1,-1,0,7182,7146,7436,7730,7375,7587,1593,402,7436,258,7375,1343,0
18750,140000,2,4,1,34,-1,5,3,0,1,0,6272,6290,6636,6898,6319,6752,6272,286,122,1358,88,1498,0
18751,100000,1,2,1,27,1,7,0,0,-1,0,41740,47399,44722,47840,50090,47384,755,1096,6171,12739,50090,3433,0
18752,820000,2,2,1,45,7,1,1,-2,0,0,540142,506927,550751,485739,436393,478955,15821,22398,16920,38438,84058,96296,1
18753,180000,1,1,1,21,1,1,0,-1,-1,1,85791,84727,87594,75505,79801,89166,2802,2600,7168,75505,79801,3837,0
18754,80000,1,2,2,34,4,0,0,2,-1,0,52247,49460,46665,48578,48240,49111,900,7380,11376,1719,48240,7386,1
18755,60000,2,2,1,21,0,-1,1,2,-1,2,11575,11146,10981,11192,10684,12265,2653,11146,480,74,10684,209,0
18756,60000,1,2,1,32,-2,0,2,1,1,7,2831,2816,2716,2551,2422,2541,156,704,90,87,106,72,0
18757,20000,1,2,1,24,0,-1,4,4,-1,-1,2515,2548,2294,2229,2079,1801,371,2548,82,75,2079,1801,1
18758,310000,1,2,1,34,1,4,-1,2,4,0,43131,43990,47649,43520,43348,40783,1160,1655,47649,1026,30,9074,1
18759,120000,2,4,1,27,-1,0,-1,1,1,2,26924,25575,25056,24107,24460,22142,26924,2658,25056,629,15,658,0
18760,220000,2,1,1,29,3,-2,0,2,0,-2,21776,22915,18697,19549,18367,19379,442,1199,2728,95,4944,1912,0
18761,150000,1,1,1,45,-1,-1,0,2,2,4,82883,80498,92593,92138,86541,83066,82883,80498,22918,3473,204,352,0
